fname,fx,run,budget_factor,budget,algname,fid,iid,dim
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,10,100,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,50,500,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,100,1000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,500,5000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,1000,10000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,5000,50000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,10000,100000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,10,100,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,50,500,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,100,1000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,500,5000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,1000,10000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,5000,50000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,10000,100000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,10,100,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,50,500,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,100,1000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,500,5000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,1000,10000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,5000,50000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,10000,100000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,10,100,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,50,500,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,100,1000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,500,5000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,1000,10000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,5000,50000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I6_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,10000,100000,CS,20,6,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,3025.9453690073,1,10,100,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,3025.9453690073,1,50,500,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,19.8036719624,1,100,1000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,2.0872738535,1,500,5000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,1.9272028033,1,1000,10000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,1.0933657796,1,5000,50000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.8908475905,1,10000,100000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,10,100,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,50,500,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,100,1000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,500,5000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,1000,10000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,5000,50000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,10000,100000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,10,100,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,50,500,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,100,1000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,500,5000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,1000,10000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,5000,50000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,10000,100000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,10,100,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,50,500,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,100,1000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,500,5000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,1000,10000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,5000,50000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,10000,100000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,10,100,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,50,500,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,100,1000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,500,5000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,1000,10000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,5000,50000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I7_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,10000,100000,CS,20,7,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,13508.2950551487,1,10,100,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,8021.2372440488,1,50,500,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,2729.9787224225,1,100,1000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,2.4990193528,1,500,5000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,2.2567363443,1,1000,10000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.9281206627,1,5000,50000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4917943631,1,10000,100000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,10,100,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,50,500,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,100,1000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,500,5000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,1000,10000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,5000,50000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,2,10000,100000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,10,100,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,50,500,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,100,1000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,500,5000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,1000,10000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,5000,50000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,3,10000,100000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,10,100,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,50,500,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,100,1000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,500,5000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,1000,10000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,5000,50000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,4,10000,100000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,10,100,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,50,500,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,100,1000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,500,5000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,1000,10000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,5000,50000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I8_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.4737533385,5,10000,100000,CS,20,8,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,13211.3263401331,1,10,100,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,4363.5285787599,1,50,500,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,348.2226687846,1,100,1000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,2.6742500485,1,500,5000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,1.9099840011,1,1000,10000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.9347767114,1,5000,50000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527178978,1,10000,100000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,2,10,100,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,2,50,500,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,2,100,1000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,2,500,5000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,2,1000,10000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,2,5000,50000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,2,10000,100000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,3,10,100,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,3,50,500,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,3,100,1000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,3,500,5000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,3,1000,10000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,3,5000,50000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,3,10000,100000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,4,10,100,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,4,50,500,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,4,100,1000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,4,500,5000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,4,1000,10000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,4,5000,50000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,4,10000,100000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,5,10,100,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,5,50,500,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,5,100,1000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,5,500,5000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,5,1000,10000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,5,5000,50000,CS,20,9,10
Data/OPYTIMIZER\CS_F20_I9_10D\data_f20_Schwefel\IOHprofiler_f20_DIM10.dat,0.5527176734,5,10000,100000,CS,20,9,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,64.6206393758,1,10,100,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,23.3681787834,1,50,500,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,21.9799412707,1,100,1000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,7.7742662252,1,500,5000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,7.0664135513,1,1000,10000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973915,1,5000,50000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,1,10000,100000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,2,10,100,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,2,50,500,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,2,100,1000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,2,500,5000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,2,1000,10000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,2,5000,50000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,2,10000,100000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,3,10,100,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,3,50,500,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,3,100,1000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,3,500,5000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,3,1000,10000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,3,5000,50000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,3,10000,100000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,4,10,100,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,4,50,500,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,4,100,1000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,4,500,5000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,4,1000,10000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,4,5000,50000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,4,10000,100000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,5,10,100,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,5,50,500,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,5,100,1000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,5,500,5000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,5,1000,10000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,5,5000,50000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I10_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.9299973893,5,10000,100000,CS,21,10,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,60.0497907559,1,10,100,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,49.4919842367,1,50,500,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,29.2101807638,1,100,1000,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,8.5910118093,1,500,5000,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,2.7410543078,1,1000,10000,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,1.725e-07,1,5000,50000,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.0,1,10000,100000,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.0,2,10,100,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.0,2,50,500,CS,21,1,10
Data/OPYTIMIZER\CS_F21_I1_10D\data_f21_Gallagher101\IOHprofiler_f21_DIM10.dat,0.0,2,100,1000,CS,21,1,10
