fname,fx,run,budget_factor,budget,algname,fid,iid,dim
Data/Baselines\modcma_bipop_F23_I2_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.299611372,5,1000,10000,modcma_bipop,23,2,10
Data/Baselines\modcma_bipop_F23_I2_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.0195799737,5,5000,50000,modcma_bipop,23,2,10
Data/Baselines\modcma_bipop_F23_I2_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3098290436,5,10000,100000,modcma_bipop,23,2,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.1225301771,1,10,100,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.639860975,1,50,500,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.639860975,1,100,1000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.981845961,1,500,5000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.7141981189,1,1000,10000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2656270094,1,5000,50000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2656270094,1,10000,100000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.1786496359,2,10,100,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.2318315347,2,50,500,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.2318315347,2,100,1000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5484427531,2,500,5000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.399582958,2,1000,10000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.1372521355,2,5000,50000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0584246289,2,10000,100000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.7384239131,3,10,100,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.7384239131,3,50,500,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.7384239131,3,100,1000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0721250141,3,500,5000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0585973168,3,1000,10000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0585973168,3,5000,50000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0585973168,3,10000,100000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,5.7802998258,4,10,100,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.7629551182,4,50,500,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.9164270682,4,100,1000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.9164270682,4,500,5000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.3412762602,4,1000,10000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.3412762602,4,5000,50000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.1876937464,4,10000,100000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.3691526559,5,10,100,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.1644595228,5,50,500,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.0478784064,5,100,1000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5775992285,5,500,5000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.4872406563,5,1000,10000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0892810597,5,5000,50000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I3_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0892810597,5,10000,100000,modcma_bipop,23,3,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5957890306,1,10,100,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5957890306,1,50,500,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5957890306,1,100,1000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5957890306,1,500,5000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5957890306,1,1000,10000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.2294114927,1,5000,50000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.2294114927,1,10000,100000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.7951836439,2,10,100,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.4851088602,2,50,500,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.4851088602,2,100,1000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5034845431,2,500,5000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5034845431,2,1000,10000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.2215253336,2,5000,50000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.2215253336,2,10000,100000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.3770808656,3,10,100,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.6819997941,3,50,500,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.5513234137,3,100,1000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.8847140841,3,500,5000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.8847140841,3,1000,10000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.4171272339,3,5000,50000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.2818465369,3,10000,100000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.6428380791,4,10,100,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.9896139156,4,50,500,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.1959925609,4,100,1000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.1959925609,4,500,5000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.8426967775,4,1000,10000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.1514392681,4,5000,50000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.1018228692,4,10000,100000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.9066830198,5,10,100,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.6358665445,5,50,500,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.278462405,5,100,1000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.278462405,5,500,5000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.278462405,5,1000,10000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.4870365108,5,5000,50000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I4_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.4870365108,5,10000,100000,modcma_bipop,23,4,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.2669720467,1,10,100,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.9359293159,1,50,500,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.9359293159,1,100,1000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.2957569266,1,500,5000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.1672966264,1,1000,10000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.1493514929,1,5000,50000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0162789173,1,10000,100000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.620181997,2,10,100,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.620181997,2,50,500,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.620181997,2,100,1000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3185590379,2,500,5000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2664734835,2,1000,10000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2664734835,2,5000,50000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2664734835,2,10000,100000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.4925204204,3,10,100,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.999334593,3,50,500,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.999334593,3,100,1000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.9321846849,3,500,5000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.634616939,3,1000,10000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.7092748187,3,5000,50000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.7092748187,3,10000,100000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.4328212881,4,10,100,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.918442046,4,50,500,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.47273563,4,100,1000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.446221923,4,500,5000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2263089086,4,1000,10000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2263089086,4,5000,50000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.1252461545,4,10000,100000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.1585474297,5,10,100,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.1585474297,5,50,500,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.1585474297,5,100,1000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.4607453878,5,500,5000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.353137591,5,1000,10000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.048673149,5,5000,50000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I5_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.048673149,5,10000,100000,modcma_bipop,23,5,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.4706477124,1,10,100,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.7931099092,1,50,500,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.1375223225,1,100,1000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.1375223225,1,500,5000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.1375223225,1,1000,10000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.7851086195,1,5000,50000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.7851086195,1,10000,100000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.2020712192,2,10,100,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.6722409689,2,50,500,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.6722409689,2,100,1000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2132388862,2,500,5000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.2112016095,2,1000,10000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.1637217218,2,5000,50000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.1637217218,2,10000,100000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.983312999,3,10,100,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.983312999,3,50,500,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.983312999,3,100,1000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.50125618,3,500,5000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.2106343903,3,1000,10000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.2106343903,3,5000,50000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.1927646921,3,10000,100000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,6.0830836947,4,10,100,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.0042068399,4,50,500,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.2757378142,4,100,1000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5061848813,4,500,5000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.5061848813,4,1000,10000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.7822539948,4,5000,50000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.017600879,4,10000,100000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.6191619377,5,10,100,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.3563055345,5,50,500,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.3563055345,5,100,1000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.324414427,5,500,5000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3224747276,5,1000,10000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3224738093,5,5000,50000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I6_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3224738093,5,10000,100000,modcma_bipop,23,6,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,4.2507250413,1,10,100,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.2965354423,1,50,500,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.9783292862,1,100,1000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.5957236924,1,500,5000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.6695516038,1,1000,10000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.0322255655,1,5000,50000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.0322255655,1,10000,100000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,3.6690987728,2,10,100,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.5397572409,2,50,500,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.5397572409,2,100,1000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.3749901203,2,500,5000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3164866213,2,1000,10000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3163201221,2,5000,50000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.3163201221,2,10000,100000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,5.8213684628,3,10,100,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.9686659226,3,50,500,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.9686659226,3,100,1000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.1720408547,3,500,5000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.1720408547,3,1000,10000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.050805041,3,5000,50000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,0.0507898841,3,10000,100000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.681049071,4,10,100,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,2.681049071,4,50,500,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.968284541,4,100,1000,modcma_bipop,23,7,10
Data/Baselines\modcma_bipop_F23_I7_10D\data_f23_Katsuura\IOHprofiler_f23_DIM10.dat,1.4584411889,4,500,5000,modcma_bipop,23,7,10
